,PublishDate,Tweets,CleanedTweet
340,4/14/20 23:51,"Lady Gaga is making her own charity event to raise money because of coronavirus and superM was invited to perform, it’s an 8 hour long event with 6 hours being online and 2 hours being on tv and superM are gonna be on the livestream and it’s on Saturday","['charity', 'event', 'money', 'hour', 'event', 'hour', 'hour', 'tv']"
341,4/14/20 23:51,Nearly three-quarters of health workers with coronavirus are women. My latest:,"['quarter', 'health', 'worker', 'woman']"
342,4/14/20 23:48,They did. They said everything China told them to say.,[]
343,4/14/20 23:47,Absolutely the right thing to do. China has a LONG list of questions they need to answer. So does Director-General @DrTedros and other leadership at the @WHO.,"['thing', 'list', 'question', 'answer', 'director', 'leadership']"
344,4/14/20 23:47,My 6yr old w/friend on phone Friend-‘I wish God would make a miracle & make the corona virus end”. My 6yr old-“my dad is trying to make the corona virus go away. He’s trying to save the world. He has a team” @CassidyMentus @DrMartyRomeo @MDiPaolaMD @yaneerbaryam @endCOVID19,"['friend', 'phone', 'miracle', 'virus', 'end', 'virus', 'world', 'team']"
345,4/14/20 23:46,Niggas worried about coronavirus but this the shit they WILLINGLY eating pic.twitter.com/jm8x17h7yD,[]
346,4/14/20 23:46,-You know what's more dangerous than Corona virus?! . . . . . . . -Feelings.,"['virus', '-feeling']"
347,4/14/20 23:42,It's a #pandemic. We don't have the luxury to tell patients to come back in five years when the clinical trials are over. We have no choice but to be open to new ways of treating people in real time. #coronavirus,"['luxury', 'year', 'trial', 'choice', 'way', 'treat', 'people', 'time']"
348,4/13/20 23:59,Everything you need to know about the coronavirus stimulus check,[]
349,4/13/20 23:57,"This morning, Florida surpassed 20,000 coronavirus cases. This evening, 21,000 ","['morning', 'case', 'evening']"
350,4/13/20 23:57,"The media should be ashamed of themselves for their constant pushback of @realDonaldTrump’s response to the coronavirus. Retweet this if you want to THANK all of the doctors, nurses, health officials and all essential employees as we fight this together as a County! THANK YOU! ","['response', 'doctor', 'health', 'employee']"
351,4/13/20 23:57,President Trump claims he has total authority to tell states when to end their coronavirus shutdowns during a press briefing. He does not. For more coronavirus live updates: https://www.latimes.com/california/liveblog/coronavirus-live-updates-monday-april-13,"['claim', 'state', 'end', 'press', 'briefing', 'update']"
352,4/13/20 23:56,The coronavirus pandemic is teaching us that the best streets are ones dedicated to human uses. #Vancouver has closed #StanleyPark to cars. Residents are loving the new walking and cycling space. Let's keep it. #streetsforsocialdistancing #Covid19Streets,"['street', 'use', 'car', 'resident', 'love', 'cycling', 'space']"
353,4/13/20 23:52,The crisis in the United States cannot end if the #coronavirus pandemic rages elsewhere. Defunding the WHO will undermine the global response. None of this will be good for Americans’ health. Read more from @MMKavanagh &amp; @LawrenceGostin in @washingtonpost,"['crisis', 'states', 'end', 'rage', 'response', 'none', 'health']"
354,4/13/20 23:50,"They left in their wake utter destruction, but the one thing they could not destroy is the spirit of our people. We will rebuild after these storms just as we do after hurricanes and how we are battling the Coronavirus—together. (2/2)","['destruction', 'thing', 'people', 'storm', 'battle']"
355,4/13/20 23:48,This is a grim but gripping read on cold-hearted capitalism in Covid19 @NickPaumgarten,"['grip', 'capitalism']"
356,4/13/20 23:45,#Coronavirus oh you mean the scarf lady says it’s ok? Do you believe her. I don’t. I don’t believe anyone near that podium. Except you know who....he’s the best.,"['scarf', 'podium']"
357,4/13/20 23:42,If coronavirus was a person:,['person']
358,4/13/20 23:42,He made the Top 5 for WORST state leaders on an OpEd for Govts. Vs. The Coronavirus... and they did him DIRTY,"['state', 'leader']"
359,4/13/20 23:41,OMG Trump used actual media clips during his #pressconference to show the fake news media in January and February claiming the coronavirus is no big deal. Absolute beast mode by @realDonaldTrump. No wonder CNN and MSNBC cut away from it.,"['use', 'news', 'claim', 'deal', 'beast', 'mode', 'wonder']"
360,4/13/20 23:40,#Coronavirus Ecuador struggles to bury its victims - #BBCNews #photoeidit #flyer #logo https://bit.ly/2xqIK1F,"['victim', 'flyer']"
361,4/13/20 23:40,"Discussion of the coronavirus #COVID19 is often no longer just a public-health issue but a political one as well, and we’re fighting an epidemic of untruths pushed by unscrupulous reporters. My latest:","['discussion', 'health', 'issue', 'epidemic', 'push', 'reporter']"
362,4/13/20 23:39,"Trump closes with some thoughts on his friend Stanley Chera, who died from coronavirus: ""He thought we'd do such a good job and he was so happy, and he was very proud of what we have done in this administration. But he was tested positive, &amp; unfortunately he didn't make it."" ","['thought', 'friend', 'job', 'administration', 'test']"
363,4/13/20 23:39,"My god this precious baby... “A six-month-old baby is being treated in hospital for coronavirus, her parents have said.“ #COVID19","['baby', 'month', 'baby', 'treat', 'hospital', 'parent']"
364,4/13/20 23:39,the coronavirus memes are extremely good,[]
365,4/13/20 23:37,Hats off to these amazing leaders. A reminder to women everywhere to be proud of what we bring to the table. https://www.forbes.com/sites/avivahwittenbergcox/2020/04/13/what-do-countries-with-the-best-coronavirus-reponses-have-in-common-women-leaders/ via @forbes #COVID19,"['hat', 'leader', 'reminder', 'woman', 'table']"
366,4/13/20 23:37,"Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this and receive $350-$5000 through CashApp , PayPal ,Venmo or Apple Pay #drop all tags in comments) DM ME WHEN DONE #cashapp","['people', 'tag', 'comment']"
367,4/13/20 23:35,"Stay Strong Democrats! “Speaker Pelosi, Leader Schumer won’t budge on #coronavirus funding demands ...for hospitals, state and local governments, and food stamp recipients” #familiesfirst #forthepeople","['leader', 'funding', 'demand', 'hospital', 'state', 'government', 'food']"
368,4/13/20 23:59,"This is probably the most personal article I've ever written; I talk about almost dying in hospital last year, and how it's informed how I think about the coronavirus trade-offs. Please give it a read. ","['talk', 'hospital', 'year', 'trade']"
369,4/13/20 23:57,That was INSANE! Trump just used a #PressBriefing about a deadly pandemic to play an election campaign video filled with false propaganda telling people that Trump acted fast enough. Even though he tweeted that Coronavirus wasn't as bad as the flu on THE NINTH OF MARCH!,"['use', 'election', 'campaign', 'propaganda', 'people', 'flu']"
370,4/13/20 23:55,Popular Japan reality show Terrace House stops production over coronavirus https://cna.asia/2Xx7r7l,"['reality', 'production']"
371,4/13/20 23:55,".@jordan_vita , .@jonahesmith and I built an update to the @nytimes homepage that highlights and organizes news about the coronavirus. It remembers information you have read and emphasizes what you haven’t. ","['update', 'homepage', 'highlight', 'news', 'information']"
372,4/13/20 23:55,Weekend Box Office: Coronavirus Update Edition (4/13/2020) http://dlvr.it/RTjsF0,"['weekend', 'box', 'office', 'update']"
373,4/13/20 23:50,Dr. Anthony Fauci defended President Trump’s response to the coronavirus pandemic a day after the president retweeted a message calling for Fauci to be fired. Trump said on Monday he had no plans to remove Fauci from the coronavirus task force.,"['response', 'day', 'message', 'call', 'fire', 'plan', 'task', 'force']"
374,4/13/20 23:48,We still fighting against #coronavirus. Let God bless all health personnel,"['health', 'personnel']"
375,4/13/20 23:48,We shot quick curator-led videos in our Michelangelo exhibition in the last hours before Getty locations closed due to coronavirus. See all 11 online now:,"['curator', 'exhibition', 'hour', 'location']"
376,4/13/20 23:47,"Interesting story playing out in Tasmania: the state now has the second highest amount of coronavirus cases per 100,000 residents and the lowest testing rate per 100,000 residents #politas #covid19tas","['story', 'state', 'amount', 'case', 'resident', 'testing', 'rate', 'resident']"
377,4/13/20 23:45,"Coronavirus in Turkey — Parliament approves the law which foresees release of 90,000 inmates to tackle contagions, excluding: •Journalists •Politicians •Human rights defenders They’re guilty of the most egregious crime: They criticized Erdoğan Via @mlsaturkey","['parliament', 'law', 'release', 'contagion', 'crime', 'criticize']"
378,4/13/20 23:45,"""Given that presymptomatic transmission accounts for a large number of cases, testing is required to ensure that carriers of the coronavirus are not unknowingly passing it on to others,"" @devisridhar argues.","['transmission', 'account', 'number', 'case', 'testing', 'carrier']"
379,4/13/20 23:43,Spain records another fall in its daily Covid-19 death toll :) Spain's death toll from the coronavirus dropped to 517 on Monday from Sunday’s 619... https://www.thelocal.es/20200413/spain-records-another-fall-in-its-daily-covid-19-death-toll #COVID_19 #Coronavirus,"['record', 'death', 'toll', 'death', 'toll']"
380,4/13/20 23:43,#Covid19VirtualConcert Chaley,[]
381,4/13/20 23:42,SUPERCUT! Dems give really terrible Coronavirus advice,['advice']
382,4/13/20 23:40,Cox Technicians can now use augmented reality to guide customers through in-home set ups and common issues.,"['technicians', 'use', 'augment', 'reality', 'customer', 'home', 'set', 'issue']"
383,4/13/20 23:36,"Given that we're all in rather similar shoes right now, I wanted to share some of the ways I'm coping with both OCD and anxiety during the Coronavirus Pandemic: https://fightingwithfibro.com/2020/04/13/11-ways-im-coping-with-anxiety-and-ocd-during-the-coronavirus-pandemic/","['shoe', 'share', 'way', 'anxiety']"
384,4/13/20 23:36,"""What Do Countries With The Best Coronavirus Reponses Have In Common? Women Leaders"" ","['country', 'reponse', 'woman', 'leader']"
385,4/13/20 23:35,And the Winner is #coronavirus,['winner']
386,4/13/20 23:35,Coronavirus is like a husband in the 50s. Makes you give up on your dreams so you can start cooking and cleaning.,"['husband', 'dream', 'cleaning']"
387,4/13/20 23:35,this coronavirus shit needs go away pic.twitter.com/KDPpO0LlzE,[]
388,4/13/20 23:57,NEW: Game of Thrones actor Kristofer Hivju recovered from coronavirus.,"['game', 'thrones', 'actor']"
389,4/13/20 23:56,"Keep hoping, keep going... The real power and joy of life comes only when you believe in the fairy tales your heart has written. #coronavirus #coronaMUSES Photo: Mount Big Hasan,29 October 2019 Big Hasan Dag, 3,253 metres (10,673 ft) high, is a volcano in Anatolia, Turkey.","['power', 'joy', 'life', 'fairy', 'heart', 'coronamuses', 'photo', 'dag']"
390,4/13/20 23:56,"Pres. Trump calmly showed a video about how the media wasn't giving Americans the real facts and withholding positive Governor responses and CNN kept changing their chyrons America, do you see this? #CoronavirusPandemic #coronavirus ","['fact', 'response', 'change']"
391,4/13/20 23:56,China Deleting Pages and Clamping Down on Coronavirus Research,"['deleting', 'pages', 'research']"
392,4/13/20 23:52,"There are now over 500,000 known cases of coronavirus in the US http://ow.ly/ZIVQ50zd9lu",['case']
393,4/13/20 23:51,"Pence says he lost his father on this day over 30 years ago, and today as his siblings were sharing photos of him, he thought of those who have lost a family member to coronavirus.","['penny', 'day', 'year', 'today', 'share', 'photo', 'family', 'member']"
